,LicenseClass,SubClass,LicenseNumber,LicenseDate,LicenseEndDate,LicenseYear,LicenseFee,CertificateNumber,LicenseStatus,LicenseeFirstName,LicenseeLastName,TradeName,CorpName,EstablishmentDesc,DayPerWeek,Description,AddrStreet,AddrZip,Location 1,Latitude,Longitude
1762,LBD7,BWL,80,05/01/2015,04/30/2016,2015,$1320.00,222,Renewed,SOO IL,KIM,RED FOX LIQUORS,"JC STAR,LLC",Tavern,7 days,"Beer, Wine, & Liquor",2733-35 PENNSYLVANIA AVENUE,21217,"2733-35 PENNSYLVANIA AVENUE
21217
(39.31295352600006, -76.64590242799994)",39.312953526,-76.645902428
1763,LBD7,BWL,382,05/01/2015,04/30/2016,2015,$1320.00,1092,Renewed,RONALD M.,SINGER,RED HOUSE TAVERN,"RHT, INC.",Tavern,7 days,"Beer, Wine, & Liquor",2239 ESSEX STREET,21231,"2239 ESSEX STREET
21231
(39.28387573100008, -76.58405461699994)",39.283875731,-76.584054617
1764,LB,BWL,207,05/01/2015,04/30/2016,2015,$2020.00,954,Renewed,LEONARD,CLARKE,RED MAPLE,"REMA, LLC",Restaurant,7 days,"Beer, Wine, & Liquor",930 CHARLES STREET NORTH,21201,"930 CHARLES STREET NORTH
21201
(39.300669087000074, -76.61588640199994)",39.300669087,-76.615886402
1765,LB,BWL,257,05/01/2015,04/30/2016,2015,$1320.00,1075,Renewed,DOROTHEA,LOCCO,RED PARROT ASIAN BISTRO,"RP CHESAPEAKE STATION, LLC",Restaurant,7 days,"Beer, Wine, & Liquor",1707 CHARLES STREET NORTH,21201,"1707 CHARLES STREET NORTH
21201
(39.30901275900004, -76.61638533999997)",39.309012759,-76.61638534
1766,LB,BWL,257,05/01/2015,04/30/2016,2015,$1320.00,1075,Renewed,KWOK TO,WONG,RED PARROT ASIAN BISTRO,"RP CHESAPEAKE STATION, LLC",Restaurant,7 days,"Beer, Wine, & Liquor",1707 CHARLES STREET NORTH,21201,"1707 CHARLES STREET NORTH
21201
(39.30901275900004, -76.61638533999997)",39.309012759,-76.61638534
1767,LB,BWL,195,05/01/2015,04/30/2016,2015,$1520.00,904,Renewed,DOUGLAS L.,CHRISTMAN,RED ROBIN,"RED ROBIN OF CANTON, LLC",Restaurant,7 days,"Beer, Wine, & Liquor",3821 BOSTON STREET,21224,"3821 BOSTON STREET
21224
(39.277184316000046, -76.56164920499998)",39.277184316,-76.561649205
1768,LB,BWL,195,05/01/2015,04/30/2016,2015,$1520.00,904,Renewed,KIMBERLY,ASNER,RED ROBIN,"RED ROBIN OF CANTON, LLC",Restaurant,7 days,"Beer, Wine, & Liquor",3821 BOSTON STREET,21224,"3821 BOSTON STREET
21224
(39.277184316000046, -76.56164920499998)",39.277184316,-76.561649205
1769,LBD7,BWL,274,05/01/2015,04/30/2016,2015,$1320.00,743,Renewed,ERIKA,PAIR,RED ROOM,"411 EAST, LLC",Tavern,7 days,"Beer, Wine, & Liquor",411 BALTIMORE STREET EAST,21202,"411 BALTIMORE STREET EAST
21202
(39.28972356200006, -76.60965947099999)",39.289723562,-76.609659471
1770,AE,AE,4,07/01/2015,06/30/2016,2015,$1000.00,1274,Renewed,ERIKA,PAIR,RED ROOM,"411 EAST, LLC",Adult,,,411 BALTIMORE STREET EAST,21202,"411 BALTIMORE STREET EAST
21202
(39.28972356200006, -76.60965947099999)",39.289723562,-76.609659471
1771,LBD7,BWL,206,05/01/2015,04/30/2016,2015,$1320.00,548,Renewed,JOSEPH O.,MYNAR,RED ROOSTER,"RED ROOSTER, INC.",Tavern,7 days,"Beer, Wine, & Liquor",6412-16 FRANKFORD AVENUE,21206,"6412-16 FRANKFORD AVENUE
21206
(39.31577274800003, -76.53928300099994)",39.315772748,-76.539283001
1772,LBD7,BWL,206,05/01/2015,04/30/2016,2015,$1320.00,548,Renewed,STEPHEN,MYNAR,RED ROOSTER,"RED ROOSTER, INC.",Tavern,7 days,"Beer, Wine, & Liquor",6412-16 FRANKFORD AVENUE,21206,"6412-16 FRANKFORD AVENUE
21206
(39.31577274800003, -76.53928300099994)",39.315772748,-76.539283001
1773,AE,AE,24,07/01/2015,06/30/2016,2015,$1000.00,1301,Renewed,JOSEPH O.,MYNAR,RED ROOSTER,"RED ROOSTER, INC.",Adult,,,6412-16 FRANKFORD AVENUE,21206,"6412-16 FRANKFORD AVENUE
21206
(39.31577274800003, -76.53928300099994)",39.315772748,-76.539283001
1774,AE,AE,24,07/01/2015,06/30/2016,2015,$1000.00,1301,Renewed,STEPHEN,MYNAR,RED ROOSTER,"RED ROOSTER, INC.",Adult,,,6412-16 FRANKFORD AVENUE,21206,"6412-16 FRANKFORD AVENUE
21206
(39.31577274800003, -76.53928300099994)",39.315772748,-76.539283001
1775,LBD7,BWL,252,05/01/2015,04/30/2016,2015,$1320.00,686,Renewed,LARRY,SILVERSTEIN,RED STAR BAR & GRILL,"RED STAR BAR & GRILL, LLC",Tavern,7 days,"Beer, Wine, & Liquor",906-08 WOLFE STREET SOUTH,21231,"906-08 WOLFE STREET SOUTH
21231
(39.28183448100003, -76.58979224199999)",39.281834481,-76.589792242
1776,LA,BWL,89,05/01/2015,04/30/2016,2015,$858.00,357,Renewed,DAVID C,SMITH SR,REDFISH LIQUORS,SHREE LLC,Package goods only,6 days,"Beer, Wine, & Liquor",4001 FALLS ROAD,21211,"4001 FALLS ROAD
21211
(39.33695531400008, -76.63682455999998)",39.336955314,-76.63682456
1777,LA,BWL,89,05/01/2015,04/30/2016,2015,$858.00,357,Renewed,MITTAL,SHETH,REDFISH LIQUORS,SHREE LLC,Package goods only,6 days,"Beer, Wine, & Liquor",4001 FALLS ROAD,21211,"4001 FALLS ROAD
21211
(39.33695531400008, -76.63682455999998)",39.336955314,-76.63682456
1778,LA,BWL,89,05/01/2015,04/30/2016,2015,$858.00,357,Renewed,RUPAL,SHETH,REDFISH LIQUORS,SHREE LLC,Package goods only,6 days,"Beer, Wine, & Liquor",4001 FALLS ROAD,21211,"4001 FALLS ROAD
21211
(39.33695531400008, -76.63682455999998)",39.336955314,-76.63682456
1779,LA,BWL,169,05/01/2015,04/30/2016,2015,$858.00,894,Renewed,HAN SOON,PARK,REGAL LIQUORS,"MINBO, INC.",Package goods only,6 days,"Beer, Wine, & Liquor",900 GILMOR STREET NORTH,21217,"900 GILMOR STREET NORTH
21217
(39.29901901900007, -76.64297539499995)",39.299019019,-76.642975395
1780,LA,BWL,169,05/01/2015,04/30/2016,2015,$858.00,894,Renewed,MIN HWAN,CHO,REGAL LIQUORS,"MINBO, INC.",Package goods only,6 days,"Beer, Wine, & Liquor",900 GILMOR STREET NORTH,21217,"900 GILMOR STREET NORTH
21217
(39.29901901900007, -76.64297539499995)",39.299019019,-76.642975395
1781,LB,BWL,101,05/01/2015,04/30/2016,2015,$1520.00,477,Renewed,NANCY E.,GORDON,REGI'S AMERICAN BISTRO,"RASSMO'S, LLC",Restaurant,7 days,"Beer, Wine, & Liquor",1002-04 LIGHT STREET,21230,"1002-04 LIGHT STREET
21230
(39.27810415500005, -76.61255382599995)",39.278104155,-76.612553826
1782,LB,BWL,101,05/01/2015,04/30/2016,2015,$1520.00,477,Renewed,SANDE L.,MORSTEIN,REGI'S AMERICAN BISTRO,"RASSMO'S, LLC",Restaurant,7 days,"Beer, Wine, & Liquor",1002-04 LIGHT STREET,21230,"1002-04 LIGHT STREET
21230
(39.27810415500005, -76.61255382599995)",39.278104155,-76.612553826
1783,LBHM,BWL,3,05/01/2015,04/30/2016,2015,$6700.00,267,Renewed,JODIE,KEENAN,RENAISSANCE HARBORPLACE HOTEL,RENAISSANCE HOTEL OPERATING COMPANY,Hotel/Motel,7 days,"Beer, Wine, & Liquor",200-02 PRATT STREET EAST,21202,"200-02 PRATT STREET EAST
21202
(39.28665303100007, -76.61131333599997)",39.286653031,-76.611313336
1784,LBHM,BWL,3,05/01/2015,04/30/2016,2015,$6700.00,267,Renewed,KRISTINA M.,LUTE,RENAISSANCE HARBORPLACE HOTEL,RENAISSANCE HOTEL OPERATING COMPANY,Hotel/Motel,7 days,"Beer, Wine, & Liquor",200-02 PRATT STREET EAST,21202,"200-02 PRATT STREET EAST
21202
(39.28665303100007, -76.61131333599997)",39.286653031,-76.611313336
1785,LBHM,BWL,3,05/01/2015,04/30/2016,2015,$6700.00,267,Renewed,MARGERY A.,BRENEMAN,RENAISSANCE HARBORPLACE HOTEL,RENAISSANCE HOTEL OPERATING COMPANY,Hotel/Motel,7 days,"Beer, Wine, & Liquor",200-02 PRATT STREET EAST,21202,"200-02 PRATT STREET EAST
21202
(39.28665303100007, -76.61131333599997)",39.286653031,-76.611313336
1786,LBHM,BWL,24,05/01/2015,04/30/2016,2015,$6700.00,1195,Renewed,ANDREW J.,WELCH,RESIDENCE INN BALTIMORE INNER HARBOR,"IA URBAN HOTELS BALTIMORE TRS, LLC",Hotel/Motel,7 days,"Beer, Wine, & Liquor",17 LIGHT STREET,21202,"17 LIGHT STREET
21202
(39.288623132000055, -76.61368554399996)",39.288623132,-76.613685544
1787,LBHM,BWL,24,05/01/2015,04/30/2016,2015,$6700.00,1195,Renewed,BARRY A.N.,BLOOM,RESIDENCE INN BALTIMORE INNER HARBOR,"IA URBAN HOTELS BALTIMORE TRS, LLC",Hotel/Motel,7 days,"Beer, Wine, & Liquor",17 LIGHT STREET,21202,"17 LIGHT STREET
21202
(39.288623132000055, -76.61368554399996)",39.288623132,-76.613685544
1788,LBHM,BWL,24,05/01/2015,04/30/2016,2015,$6700.00,1195,Renewed,PATRICIA,YEVICE-EISENBERG,RESIDENCE INN BALTIMORE INNER HARBOR,"IA URBAN HOTELS BALTIMORE TRS, LLC",Hotel/Motel,7 days,"Beer, Wine, & Liquor",17 LIGHT STREET,21202,"17 LIGHT STREET
21202
(39.288623132000055, -76.61368554399996)",39.288623132,-76.613685544
1789,LD,BWL,48,05/01/2015,04/30/2016,2015,$825.00,935,Renewed,HEBER I.,PORTILLO,RESTAURANTE EL SALVADOR,"RESTAURANTE EL SALVADOR, INC.",Tavern,6 days,"Beer, Wine, & Liquor",207 BROADWAY SOUTH,21231,"207 BROADWAY SOUTH
21231
(39.28898264400004, -76.59356555099998)",39.288982644,-76.593565551
1790,LB,BWL,254,05/01/2015,04/30/2016,2015,$1800.00,1072,Renewed,CARMEN L.,SANZ,RESTAURANTE TIO PEPE,"TIO PEPE, INC.",Restaurant,7 days,"Beer, Wine, & Liquor",8-10 FRANKLIN STREET EAST,21202,"8-10 FRANKLIN STREET EAST
21202
(39.295147744000076, -76.61512970099994)",39.295147744,-76.615129701
1791,LB,BWL,254,05/01/2015,04/30/2016,2015,$1800.00,1072,Renewed,EMILIANO,SANZ,RESTAURANTE TIO PEPE,"TIO PEPE, INC.",Restaurant,7 days,"Beer, Wine, & Liquor",8-10 FRANKLIN STREET EAST,21202,"8-10 FRANKLIN STREET EAST
21202
(39.295147744000076, -76.61512970099994)",39.295147744,-76.615129701
1792,LB,BWL,254,05/01/2015,04/30/2016,2015,$1800.00,1072,Renewed,MIGUEL,SANZ,RESTAURANTE TIO PEPE,"TIO PEPE, INC.",Restaurant,7 days,"Beer, Wine, & Liquor",8-10 FRANKLIN STREET EAST,21202,"8-10 FRANKLIN STREET EAST
21202
(39.295147744000076, -76.61512970099994)",39.295147744,-76.615129701
1793,LD,BWL,25,05/01/2015,04/30/2016,2015,$825.00,609,Renewed,FREDERICK J.,ANARINO,RICK'S BAR & GRILL,"ANARINO, INC.",Tavern,6 days,"Beer, Wine, & Liquor",5014 CURTIS AVENUE,21226,"5014 CURTIS AVENUE
21226
(39.22060739400007, -76.58642601299994)",39.220607394,-76.586426013
1794,LA,BWL,224,05/01/2015,04/30/2016,2015,$858.00,1210,Renewed,JUNG J.,PAK,RIDGELY MINI MART,"DHK, INC.",Package goods only,6 days,"Beer, Wine, & Liquor",631 WASHINGTON BOULEVARD,21230,"631 WASHINGTON BOULEVARD
21230
(39.284425370000065, -76.62442596199998)",39.28442537,-76.624425962
1795,LA,BWL,224,05/01/2015,04/30/2016,2015,$858.00,1210,Renewed,JUNG NAM,KIM,RIDGELY MINI MART,"DHK, INC.",Package goods only,6 days,"Beer, Wine, & Liquor",631 WASHINGTON BOULEVARD,21230,"631 WASHINGTON BOULEVARD
21230
(39.284425370000065, -76.62442596199998)",39.28442537,-76.624425962
1796,WA,BW,23,05/01/2015,04/30/2016,2015,$110.00,737,Renewed,RUBEN,RIVERA,RIO BRAVO LIQUOR STORE,"LOS RIVERAS, LLC",Package goods only,6 days,Beer & Light Wine,109 BROADWAY SOUTH,21231,"109 BROADWAY SOUTH
21231
(39.29007270300008, -76.59362546899996)",39.290072703,-76.593625469
1797,LB,BWL,108,05/01/2015,04/30/2016,2015,$2020.00,491,Renewed,ROGER R.,"RIPPEL, JR.",RIPTIDE BY THE BAY,"RIPTIDE BY THE BAY, INC.",Restaurant,7 days,"Beer, Wine, & Liquor",1718 THAMES STREET,21231,"1718 THAMES STREET
21231
(39.28188804500007, -76.59189128499997)",39.281888045,-76.591891285
1798,LA,BWL,47,05/01/2015,04/30/2016,2015,$858.00,193,Renewed,ANDRE ,DICKERSON,RITE AID,"READ'S, INC.",Package goods only,6 days,"Beer, Wine, & Liquor",301 LEXINGTON STREET WEST,21201,"301 LEXINGTON STREET WEST
21201
(39.291483096000036, -76.62027083399994)",39.291483096,-76.620270834
1799,LA,BWL,47,05/01/2015,04/30/2016,2015,$858.00,193,Renewed,MICHAEL J.,"STEWART, JR.",RITE AID,"READ'S, INC.",Package goods only,6 days,"Beer, Wine, & Liquor",301 LEXINGTON STREET WEST,21201,"301 LEXINGTON STREET WEST
21201
(39.291483096000036, -76.62027083399994)",39.291483096,-76.620270834
1800,LA,BWL,47,05/01/2015,04/30/2016,2015,$858.00,193,Renewed,SHAWNITA,STANTON,RITE AID,"READ'S, INC.",Package goods only,6 days,"Beer, Wine, & Liquor",301 LEXINGTON STREET WEST,21201,"301 LEXINGTON STREET WEST
21201
(39.291483096000036, -76.62027083399994)",39.291483096,-76.620270834
1801,LA,BWL,48,05/01/2015,04/30/2016,2015,$858.00,194,Renewed,ANDRE,DICKERSON,RITE AID,"READ'S, INC.",Package goods only,6 days,"Beer, Wine, & Liquor",3127-33 GREENMOUNT AVENUE,21218,"3127-33 GREENMOUNT AVENUE
21218
(39.32670754800006, -76.60937910299998)",39.326707548,-76.609379103
1802,LA,BWL,48,05/01/2015,04/30/2016,2015,$858.00,194,Renewed,MICHAEL J.,"STEWART, JR.",RITE AID,"READ'S, INC.",Package goods only,6 days,"Beer, Wine, & Liquor",3127-33 GREENMOUNT AVENUE,21218,"3127-33 GREENMOUNT AVENUE
21218
(39.32670754800006, -76.60937910299998)",39.326707548,-76.609379103
1803,LA,BWL,48,05/01/2015,04/30/2016,2015,$858.00,194,Renewed,SHAWNITA,STANTON,RITE AID,"READ'S, INC.",Package goods only,6 days,"Beer, Wine, & Liquor",3127-33 GREENMOUNT AVENUE,21218,"3127-33 GREENMOUNT AVENUE
21218
(39.32670754800006, -76.60937910299998)",39.326707548,-76.609379103
1804,LA,BWL,49,05/01/2015,04/30/2016,2015,$858.00,195,Renewed,ANDRE ,DICKERSON,RITE AID,"READ'S, INC.",Package goods only,6 days,"Beer, Wine, & Liquor",125 BALTIMORE STREET EAST,21202,"125 BALTIMORE STREET EAST
21202
(39.28958298300006, -76.61276947899995)",39.289582983,-76.612769479
1805,LA,BWL,49,05/01/2015,04/30/2016,2015,$858.00,195,Renewed,MICHAEL J.,"STEWART, JR.",RITE AID,"READ'S, INC.",Package goods only,6 days,"Beer, Wine, & Liquor",125 BALTIMORE STREET EAST,21202,"125 BALTIMORE STREET EAST
21202
(39.28958298300006, -76.61276947899995)",39.289582983,-76.612769479
1806,LA,BWL,49,05/01/2015,04/30/2016,2015,$858.00,195,Renewed,SHAWNITA,STANTON,RITE AID,"READ'S, INC.",Package goods only,6 days,"Beer, Wine, & Liquor",125 BALTIMORE STREET EAST,21202,"125 BALTIMORE STREET EAST
21202
(39.28958298300006, -76.61276947899995)",39.289582983,-76.612769479
1807,LBD7,BWL,118,05/01/2015,04/30/2016,2015,$1320.00,322,Renewed,GUILLERMO I.,CONTRERAS,ROBBIE'S NEST,LIQUOR STORE OF MARYLAND LLC.,Tavern,7 days,"Beer, Wine, & Liquor",2250 NORTH AVENUE EAST,21213,"2250 NORTH AVENUE EAST
21213
(39.312547960000074, -76.58609185099994)",39.31254796,-76.586091851
1808,LBD7,BWL,118,05/01/2015,04/30/2016,2015,$1320.00,322,Renewed,JESSICA,PEANG,ROBBIE'S NEST,LIQUOR STORE OF MARYLAND LLC.,Tavern,7 days,"Beer, Wine, & Liquor",2250 NORTH AVENUE EAST,21213,"2250 NORTH AVENUE EAST
21213
(39.312547960000074, -76.58609185099994)",39.31254796,-76.586091851
1809,WA,BW,30,05/01/2015,04/30/2016,2015,$110.00,1062,Renewed,ROBERTO DE JESUS,GOMEZ,ROBERTO'S WINE DELI & GROCERY,"ROBERTO'S WINE DELI & GROCERY, LLC",Package goods only,6 days,Beer & Light Wine,3123 ELMORA AVENUE,21213,"3123 ELMORA AVENUE
21213
(39.31584348600006, -76.57981076299995)",39.315843486,-76.579810763
1810,LA,BWL,201,05/01/2015,04/30/2016,2015,$858.00,1048,Renewed,JEONG SUG,LEE,ROBINSON'S FOOD & VARIETY MARKET,"ROBINSON'S FOOD & VARIETY MARKET, INC.",Package goods only,6 days,"Beer, Wine, & Liquor",3601 PARK HEIGHTS AVENUE,21215,"3601 PARK HEIGHTS AVENUE
21215
(39.329518766000035, -76.65888494999996)",39.329518766,-76.65888495
1811,LA,BWL,201,05/01/2015,04/30/2016,2015,$858.00,1048,Renewed,KWAN YOUNG,LEE,ROBINSON'S FOOD & VARIETY MARKET,"ROBINSON'S FOOD & VARIETY MARKET, INC.",Package goods only,6 days,"Beer, Wine, & Liquor",3601 PARK HEIGHTS AVENUE,21215,"3601 PARK HEIGHTS AVENUE
21215
(39.329518766000035, -76.65888494999996)",39.329518766,-76.65888495
1812,LBD7,BWL,412,05/01/2015,04/30/2016,2015,$1320.00,1182,Renewed,J. V. BRIAN,CAREY,ROCKET TO VENUS,"THREE, FOUR, LLC",Tavern,7 days,"Beer, Wine, & Liquor",3360 CHESTNUT AVENUE,21211,"3360 CHESTNUT AVENUE
21211
(39.32800544200006, -76.62923708199997)",39.328005442,-76.629237082
1813,LBD7,BWL,383,05/01/2015,04/30/2016,2015,$1320.00,1093,Renewed,MIHAIL,KATRIS,RODOS BAR,"PANORMITIS, INC.",Tavern,7 days,"Beer, Wine, & Liquor",719 BROADWAY SOUTH,21231,"719 BROADWAY SOUTH
21231
(39.28305185000005, -76.59310463799994)",39.28305185,-76.593104638
1814,WA,BW,10,05/01/2015,04/30/2016,2015,$110.00,240,Renewed,CHAE MIN,CHOE,ROGER'S MARKET,"ROGERS PIMLICO MARKET, INC.",Package goods only,6 days,Beer & Light Wine,3201 ROGERS AVENUE WEST,21215,"3201 ROGERS AVENUE WEST
21215
(39.354013973000065, -76.67892889199999)",39.354013973,-76.678928892
1815,LBD7,BWL,99,05/01/2015,04/30/2016,2015,$1320.00,278,Closed,CYRIL N.,EZEAKOR,ROLAND BILLIARDS,"25TH ROLAND BILLIARDS, INC",Tavern,7 days,"Beer, Wine, & Liquor",428 25TH STREET EAST,21218,"428 25TH STREET EAST
21218
(39.31811809000004, -76.61017108399994)",39.31811809,-76.610171084
1816,LA,BWL,190,05/01/2015,04/30/2016,2015,$858.00,1002,Renewed,KATHLEEN,AMATO,ROLAND PARK WINES & LIQUORS,"AMATO VENTURES, INC.",Package goods only,6 days,"Beer, Wine, & Liquor",4032 ROLAND AVENUE,21211,"4032 ROLAND AVENUE
21211
(39.33838788000003, -76.63338149699996)",39.33838788,-76.633381497
1817,LB,BWL,29,05/01/2015,04/30/2016,2015,$1320.00,169,Renewed,PARASKEWIA,KUZMIW,ROMAN'S PLACE,"ROMAN'S PLACE, INC.",Restaurant,7 days,"Beer, Wine, & Liquor",2 DECKER AVENUE SOUTH,21224,"2 DECKER AVENUE SOUTH
21224
(39.29195898800003, -76.57405626699995)",39.291958988,-76.574056267
1818,LB,BWL,29,05/01/2015,04/30/2016,2015,$1320.00,169,Renewed,ROMAN,KUZMIW,ROMAN'S PLACE,"ROMAN'S PLACE, INC.",Restaurant,7 days,"Beer, Wine, & Liquor",2 DECKER AVENUE SOUTH,21224,"2 DECKER AVENUE SOUTH
21224
(39.29195898800003, -76.57405626699995)",39.291958988,-76.574056267
1819,LB,BWL,29,05/01/2015,04/30/2016,2015,$1320.00,169,Renewed,THEODORE,KUZMIW,ROMAN'S PLACE,"ROMAN'S PLACE, INC.",Restaurant,7 days,"Beer, Wine, & Liquor",2 DECKER AVENUE SOUTH,21224,"2 DECKER AVENUE SOUTH
21224
(39.29195898800003, -76.57405626699995)",39.291958988,-76.574056267
1820,WA,BW,4,05/01/2015,04/30/2016,2015,$110.00,131,Renewed,DAL SOO,KANG,RONNIE'S GROCERY & SUB SHOP,"JAE AND SOO, INC.",Package goods only,6 days,Beer & Light Wine,1 BARNEY STREET WEST,21230,"1 BARNEY STREET WEST
21230
(39.26943303100006, -76.61400933499993)",39.269433031,-76.614009335
1821,WA,BW,4,05/01/2015,04/30/2016,2015,$110.00,131,Renewed,DO JA ,HAN,RONNIE'S GROCERY & SUB SHOP,"JAE AND SOO, INC.",Package goods only,6 days,Beer & Light Wine,1 BARNEY STREET WEST,21230,"1 BARNEY STREET WEST
21230
(39.26943303100006, -76.61400933499993)",39.269433031,-76.614009335
1822,LBD7,BWL,160,05/01/2015,04/30/2016,2015,$1320.00,447,Renewed,VERONICA,JACKSON,ROOTS UNLTD.,"JACKSON LOUNGE, INC.",Tavern,7 days,"Beer, Wine, & Liquor",2148-52 VINE STREET,21223,"2148-52 VINE STREET
21223
(39.28990306700007, -76.65085692599996)",39.289903067,-76.650856926
1823,LBD7,BWL,347,05/01/2015,04/30/2016,2015,$1320.00,946,Renewed,MARY E.,EPISCOPO-MCFAUL,"ROPEWALK ""A FEDERAL HILL TAVERN & SEAFOOD CO""","ROPEWALK, INC.",Tavern,7 days,"Beer, Wine, & Liquor",1209 CHARLES STREET SOUTH,21230,"1209 CHARLES STREET SOUTH
21230
(39.27553321100004, -76.61424555199994)",39.275533211,-76.614245552
1824,LA,BWL,95,05/01/2015,04/30/2016,2015,$858.00,380,Renewed,KI BONG,SONG,ROSEN'S LIQUORS,"K. BONG S, INC.",Package goods only,6 days,"Beer, Wine, & Liquor",5411 YORK ROAD,21212,"5411 YORK ROAD
21212
(39.35563334200003, -76.60985236099998)",39.355633342,-76.609852361
1825,LBD7,BWL,62,05/01/2015,04/30/2016,2015,$1320.00,161,Renewed,BRENDA LEE,ZIEGLER,ROSIES BAR,"RAY JUNIOR, INC.",Tavern,7 days,"Beer, Wine, & Liquor",482 BENTALOU STREET SOUTH,21223,"482 BENTALOU STREET SOUTH
21223
(39.28150894500004, -76.65252550699995)",39.281508945,-76.652525507
1826,LBD7,BWL,62,05/01/2015,04/30/2016,2015,$1320.00,161,Renewed,RAYMOND W,"MAKAROVICH, JR.",ROSIES BAR,"RAY JUNIOR, INC.",Tavern,7 days,"Beer, Wine, & Liquor",482 BENTALOU STREET SOUTH,21223,"482 BENTALOU STREET SOUTH
21223
(39.28150894500004, -76.65252550699995)",39.281508945,-76.652525507
1827,LBD7,BWL,199,05/01/2015,04/30/2016,2015,$1320.00,534,Renewed,RONALD F.,ZIMMERMAN,ROWAN TREE,"Z AND J, LLC",Tavern,7 days,"Beer, Wine, & Liquor",1633 CHARLES STREET SOUTH,21230,"1633 CHARLES STREET SOUTH
21230
(39.27061296800008, -76.61392521799996)",39.270612968,-76.613925218
1828,LBD7,BWL,199,05/01/2015,04/30/2016,2015,$1320.00,534,Renewed,STEVEN A.,JACKSON,ROWAN TREE,"Z AND J, LLC",Tavern,7 days,"Beer, Wine, & Liquor",1633 CHARLES STREET SOUTH,21230,"1633 CHARLES STREET SOUTH
21230
(39.27061296800008, -76.61392521799996)",39.270612968,-76.613925218
1829,LB,BWL,185,05/01/2015,04/30/2016,2015,$1320.00,867,Renewed,JOHN P.,DAHLGREN,ROWHOUSE GRILLE,"ROWHOUSE GRILLE, LLC",Restaurant,7 days,"Beer, Wine, & Liquor",1400 LIGHT STREET,21230,"1400 LIGHT STREET
21230
(39.27415508200005, -76.61198477599999)",39.274155082,-76.611984776
1830,LBD7,BWL,50,05/01/2015,04/30/2016,2015,$1320.00,127,Renewed,WESLEY W.,IVEY,ROYAL CASINO,IVEY CORPORATION,Tavern,7 days,"Beer, Wine, & Liquor",1515-19 PENNSYLVANIA AVENUE,21217,"1515-19 PENNSYLVANIA AVENUE
21217
(39.30241693900007, -76.63319827999999)",39.302416939,-76.63319828
1831,LBD7,BWL,50,05/01/2015,04/30/2016,2015,$1320.00,127,Renewed,WESTERN W.,IVEY,ROYAL CASINO,IVEY CORPORATION,Tavern,7 days,"Beer, Wine, & Liquor",1515-19 PENNSYLVANIA AVENUE,21217,"1515-19 PENNSYLVANIA AVENUE
21217
(39.30241693900007, -76.63319827999999)",39.302416939,-76.63319828
1832,WA,BW,22,05/01/2015,04/30/2016,2015,$110.00,574,Renewed,DEBORAH M,NESS,ROYAL FARMS #6,,Package goods only,6 days,Beer & Light Wine,3635 KESWICK ROAD,21211,"3635 KESWICK ROAD
21211
(39.332142512000075, -76.62803490899995)",39.332142512,-76.628034909
1833,LA,BWL,122,05/01/2015,04/30/2016,2015,$858.00,572,Renewed,KYE  SOOK,KIM,ROYAL LIQUORS,"ROYAL K & K, INC.",Package goods only,6 days,"Beer, Wine, & Liquor",1800 DIVISION STREET,21217,"1800 DIVISION STREET
21217
(39.305197554000074, -76.63465937699993)",39.305197554,-76.634659377
1834,LA,BWL,122,05/01/2015,04/30/2016,2015,$858.00,572,Renewed,YOUNG,KIM,ROYAL LIQUORS,"ROYAL K & K, INC.",Package goods only,6 days,"Beer, Wine, & Liquor",1800 DIVISION STREET,21217,"1800 DIVISION STREET
21217
(39.305197554000074, -76.63465937699993)",39.305197554,-76.634659377
1835,LBHM,BWL,18,05/01/2015,04/30/2016,2015,$7700.00,1056,Renewed,CARLOS R.,FLORES,ROYAL SONESTA HARBOR COURT BALTIMORE,SONESTA INTERNATIONAL HOTELS CORPORATION,Hotel/Motel,7 days,"Beer, Wine, & Liquor",550 LIGHT STREET,21202,"550 LIGHT STREET
21202
(39.282677438000064, -76.61314210799998)",39.282677438,-76.613142108
1836,LBHM,BWL,18,05/01/2015,04/30/2016,2015,$7700.00,1056,Renewed,JOSE ANTONIO,FRONTANES,ROYAL SONESTA HARBOR COURT BALTIMORE,SONESTA INTERNATIONAL HOTELS CORPORATION,Hotel/Motel,7 days,"Beer, Wine, & Liquor",550 LIGHT STREET,21202,"550 LIGHT STREET
21202
(39.282677438000064, -76.61314210799998)",39.282677438,-76.613142108
1837,LBHM,BWL,18,05/01/2015,04/30/2016,2015,$7700.00,1056,Renewed,MARK D.,SHERWIN,ROYAL SONESTA HARBOR COURT BALTIMORE,SONESTA INTERNATIONAL HOTELS CORPORATION,Hotel/Motel,7 days,"Beer, Wine, & Liquor",550 LIGHT STREET,21202,"550 LIGHT STREET
21202
(39.282677438000064, -76.61314210799998)",39.282677438,-76.613142108
1838,LB,BWL,262,05/01/2015,04/30/2016,2015,$2000.00,1082,Renewed,BRYSON L.,KEENS,ROY'S RESTAURANT,"ROY'S OF BALTIMORE, LLC",Restaurant,7 days,"Beer, Wine, & Liquor",720B ALICEANNA STREET,21202,"720B ALICEANNA STREET
21202
(39.28308414700007, -76.60229314299994)",39.283084147,-76.602293143
