,ward,sect,block,lot,propertyAddress,lotSize,cityTax,stateTax,resCode,amountDue,asOfDate,Latitude,Longitude
198288,26,220,6042 ,039 ,4405 WILLSHIRE AVE               ,65X200-2         ,$2439.08,$121.52,PRINCIPAL RESIDENCE      ,,03/25/2015,39.33673738902036,-76.5464502749594
3066,16,160,0055D,035 ,1145 N CARROLLTON AVE            ,14X75            ,$269.76,$13.44,PRINCIPAL RESIDENCE      ,,03/25/2015,39.301992403727525,-76.63739680062105
129670,9,230,3970C,038 ,1650 RALWORTH ROAD               ,29-7X109-6       ,$2785.27,$138.77,PRINCIPAL RESIDENCE      ,,03/25/2015,39.33927822291275,-76.5893087899679
81414,20,170,2281B,029 ,419 GWYNN AVE                    ,17-10X90         ,$1746.70,$87.02,PRINCIPAL RESIDENCE      ,,03/25/2015,39.29233222805095,-76.67370528696864
98252,15,210,2957 ,015 ,3714 W COLD SPRING LANE          ,50X120           ,$2200.79,$109.65,PRINCIPAL RESIDENCE      ,,03/25/2015,39.33537839200028,-76.67798158038482
230299,28,50,7993A,134 ,5041 WESTHILLS ROAD              ,18X98-7          ,$2529.00,$126.00,PRINCIPAL RESIDENCE      ,,03/25/2015,39.294944158747,-76.71086324144466
139683,8,240,4155 ,003 ,3305 CARDENAS AVE                ,15-5X96-6        ,$2009.71,$100.13,PRINCIPAL RESIDENCE      ,,03/25/2015,39.32309730409838,-76.57515121445618
218175,25,60,7093 ,014 ,3725 5TH ST                      ,15X100           ,$1800.65,$89.71,PRINCIPAL RESIDENCE      ,,03/25/2015,39.234795148578314,-76.60482070131349
224468,25,40,7492C,459 ,2461 HARRIET AVE                 ,16X100           ,$2497.53,$124.43,PRINCIPAL RESIDENCE      ,,03/25/2015,39.2554824685422,-76.6503391888017
205815,26,180,6254A,003 ,NS ORLEANS ST 79-4 FT            ,0.147 ACRES      ,$546.26,$27.22,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.29058294954456,-76.60925984306652
26619,22,50,0686 ,020 ,538 S PACA ST                    ,14-8X64-8        ,$4289.18,$213.70,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.28354536962422,-76.62387462851052
124668,12,30,3840 ,016 ,2641 N CHARLES ST                ,16-6X115-7       ,$6719.27,$334.77,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.32039329631465,-76.61711577547186
205074,26,200,6190 ,391 ,1101 - 1201 HORNERS LANE         ,741 SF IMP. ONLY ,,,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.29058294954456,-76.60925984306652
224144,25,40,7492C,123 ,2507 MARBOURNE AVE               ,16X100-8         ,$1926.54,$95.98,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.254037890237555,-76.64985640844571
236801,28,30,8348 ,005A,WS BRIGHTWOOD AV 275 FT          ,19-2X120-5       ,$101.16,$5.04,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.29058294954456,-76.60925984306652
35247,23,90,1021 ,067 ,1718 OLIVE ST                    ,0.018 ACRES      ,$7771.34,$387.18,PRINCIPAL RESIDENCE      ,,03/25/2015,39.26996822285628,-76.61453531295354
169450,27,510,5141 ,086 ,1050 CAMERON ROAD                ,16X103           ,$1623.06,$80.86,PRINCIPAL RESIDENCE      ,,03/25/2015,39.35658736641494,-76.59881710522444
81168,20,170,2281 ,211 ,120 N MONASTERY AVE              ,19X95-6          ,$1967.00,$98.00,PRINCIPAL RESIDENCE      ,$2125.81,03/25/2015,39.288603727880854,-76.6756691886813
5831,16,90,0107 ,041 ,621 N PAYSON ST                  ,15X88-6          ,$269.76,$13.44,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.295873078380964,-76.6490452064703
198338,26,220,6042A,053 ,5512 PLAINFIELD AVE              ,57X100-1         ,$2684.11,$133.73,PRINCIPAL RESIDENCE      ,,03/25/2015,39.3363655877028,-76.5442556000151
106852,15,190,3268 ,033 ,SWS 15 FT ALLEY 1ST              ,30X25            ,$44.96,$2.24,NOT A PRINCIPAL RESIDENCE,$63.73,03/25/2015,39.29058294954456,-76.60925984306652
70520,1,100,1902F,063 ,2901 BOSTON ST U# 412            ,1670 SQ FT       ,$6575.40,$327.60,PRINCIPAL RESIDENCE      ,,03/25/2015,39.27796369227167,-76.57455679855661
1312,15,80,0021 ,079 ,1702 PRESSTMAN ST                ,13X88            ,$337.20,$16.80,PRINCIPAL RESIDENCE      ,,03/25/2015,39.305347593517695,-76.64492159545449
221760,25,60,7274 ,028 ,NS 15 FT ALLEY                   ,20X22            ,$15.74,$0.78,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.272568744752846,-76.61512879985344
174485,27,100,5237A,036 ,1320 WALTERS AVE                 ,19X138-4         ,$2344.66,$116.82,PRINCIPAL RESIDENCE      ,,03/25/2015,39.35976807154037,-76.59158155484408
100777,15,290,3066D,022 ,2407 N ELLAMONT ST               ,20X100           ,$1694.25,$84.41,NOT A PRINCIPAL RESIDENCE,$1998.05,03/25/2015,39.3150225783304,-76.67125536284391
63462,2,70,1782 ,063 ,521 S CHAPEL ST                  ,9-9X57           ,$2850.46,$142.02,PRINCIPAL RESIDENCE      ,,03/25/2015,39.28522138755807,-76.58937522468608
164445,27,670,5024 ,016 ,122 HOMELAND AVE                 ,63-9X163-9       ,$11263.22,$561.16,PRINCIPAL RESIDENCE      ,,03/25/2015,39.353497571956495,-76.62050277788012
222708,25,50,7470 ,013 ,2617 FOERSTER AVE                ,25X125           ,$1629.80,$81.20,PRINCIPAL RESIDENCE      ,,03/25/2015,39.25939811852942,-76.64168727634592
191995,27,20,5818A,035 ,5405 BELLE VISTA AVE             ,27-7X164-8       ,$2863.95,$142.69,PRINCIPAL RESIDENCE      ,,03/25/2015,39.34108478013957,-76.55218929679779
235626,28,20,8274 ,036 ,5305 HADDON AVE                  ,53X120           ,$2695.35,$134.29,PRINCIPAL RESIDENCE      ,,03/25/2015,39.33570823454846,-76.70186076246341
12000,19,70,0228 ,004 ,1707 HOLLINS ST                  ,18X80-6          ,$4691.58,$233.74,PRINCIPAL RESIDENCE      ,,03/25/2015,39.28728319396532,-76.64404978636776
213371,26,30,6571 ,014B,639 OLDHAM ST                    ,13-8X74-8        ,$2663.88,$132.72,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.28521206338712,-76.55563574079599
95916,15,30,2817 ,013 ,2125 MOUNT HOLLY ST              ,20X153           ,$2547.73,$126.93,PRINCIPAL RESIDENCE      ,,03/25/2015,39.311552824804096,-76.68185460520505
127841,9,180,3942 ,052 ,1913 E 29TH ST                   ,18-6X100         ,$900.71,$44.88,PRINCIPAL RESIDENCE      ,,03/25/2015,39.32457285235637,-76.58804070451413
209733,26,170,6352 ,041 ,6901 E BALTIMORE ST              ,26-4X102         ,$2182.81,$108.75,PRINCIPAL RESIDENCE      ,,03/25/2015,39.292285607196106,-76.53058637705885
200476,26,440,6072B,011 ,5447 MOORES RUN DR               ,18X100           ,$2603.18,$129.70,PRINCIPAL RESIDENCE      ,,03/25/2015,39.331905141010566,-76.53495008547725
50577,8,130,1569 ,019 ,2137 E CHASE ST                  ,12-2X70          ,$502.05,$25.01,PRINCIPAL RESIDENCE      ,,03/25/2015,39.30349325081397,-76.58716889452808
227740,25,20,7796 ,018 ,1503 WILMINGTON AVE              ,0.287 ACRES      ,$281.00,$14.00,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.26795420372463,-76.6575430155969
161773,27,160,4915 ,013 ,103 RIDGEWOOD ROAD               ,101-11X259-11    ,$22136.06,$1102.86,PRINCIPAL RESIDENCE      ,,03/25/2015,39.344161962505666,-76.63697333954718
9974,18,110,0188 ,099 ,119 N POPPLETON ST               ,14-6X49          ,$202.32,$10.08,NOT A PRINCIPAL RESIDENCE,$237.30,03/25/2015,39.29061741965927,-76.63220969092367
211977,26,50,6470 ,029 ,1024 S CLINTON ST                ,14X75            ,$5392.95,$268.69,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.28082854200471,-76.56963597182187
226169,25,10,7654A,034 ,WS 16 FT ALLEY 1ST W OF          ,9-8X39-6         ,$42.71,$2.13,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.29058294954456,-76.60925984306652
204875,26,200,6190 ,192 ,1101 - 1201 HORNERS LANE U# CO-OP,741 SF IMP. ONLY ,,,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.29058294954456,-76.60925984306652
185776,27,40,5603B,006 ,6412 EVERALL AVE                 ,36-6X133-4       ,$3423.70,$170.58,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.35539736999374,-76.53714592594292
53033,7,20,1623 ,088 ,702 N BRADFORD ST                ,12X70            ,,,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.299169170122184,-76.58447654285737
195534,26,390,5923 ,013 ,3325 KENTUCKY AVE                ,25-8X86-6        ,$1827.62,$91.06,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.32140729900874,-76.56749840742475
113315,13,120,3502A,082E,ES 20 FT ALLEY                   ,10X18            ,$20.23,$1.01,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.27262269328378,-76.6151301848094
38706,8,80,1151 ,027 ,1317 N BOND ST                   ,13X90            ,$22.48,$1.12,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.305672773980405,-76.59663525101524
109383,15,330,3350G,028 ,2404 OSWEGO AVE                  ,19X97            ,$472.08,$23.52,PRINCIPAL RESIDENCE      ,,03/25/2015,39.337357445490795,-76.65826913451212
1685,15,80,0031 ,012 ,1330 N FULTON AVE                ,13-4X75          ,$337.20,$16.80,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.303869714217,-76.64609644009784
8108,18,120,0157 ,009 ,319 - 323 N SCHROEDER ST         ,41-5X60          ,,,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.29620626550786,-76.63420790896703
194558,26,390,5906 ,074 ,3110 CHESTERFIELD AVE            ,15-6X87-6        ,$1670.26,$83.22,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.323594980824794,-76.56807300856167
149809,27,230,4421 ,089 ,4009 EMMART AVE                  ,35X90            ,$2654.89,$132.27,PRINCIPAL RESIDENCE      ,,03/25/2015,39.350577943618305,-76.69215081200957
112326,13,110,3446 ,023 ,700 RESERVOIR ST                 ,0.011 ACRES      ,$4012.68,$199.92,PRINCIPAL RESIDENCE      ,,03/25/2015,39.31282790338611,-76.62896212480143
89541,16,170,2488 ,020 ,3803 HARLEM AVE                  ,19-8X80          ,$1805.14,$89.94,PRINCIPAL RESIDENCE      ,,03/25/2015,39.295102669653545,-76.68035924218447
116280,13,150,3574 ,023D,4409 FALLS BRIDGE DR U# B        ,695.7 SQ FT      ,$1573.60,$78.40,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.342074306884854,-76.64585983925934
164298,27,670,5018 ,020 ,111 ENFIELD ROAD                 ,79-5X144-3       ,$11637.90,$579.82,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.35622372374695,-76.62188275428485
76820,20,140,2153 ,005 ,9 N WHEELER AVE                  ,14X71            ,$382.16,$19.04,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.28832167260822,-76.6543355034799
230104,28,50,7988 ,016 ,807 WALNUT AVE                   ,50X150           ,$2749.30,$136.98,PRINCIPAL RESIDENCE      ,,03/25/2015,39.294929873016315,-76.68882109551635
147633,27,220,4324 ,138 ,6339 RED CEDAR PL                ,1605.13 SQ FT    ,$2517.76,$125.44,PRINCIPAL RESIDENCE      ,,03/25/2015,39.367531603102066,-76.6865050309816
71333,24,130,1922 ,436 ,23 PIERSIDE DR U# 129            ,690 SQ FT        ,$2987.59,$148.85,PRINCIPAL RESIDENCE      ,,03/25/2015,39.27786345743368,-76.60365751188385
44067,8,30,1447 ,084 ,1804 N DURHAM ST                 ,11-11X52         ,,,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.311137899195785,-76.59233564627226
156615,27,170,4675C,016 ,5720 RIDGEDALE ROAD              ,71X130           ,$6651.83,$331.41,PRINCIPAL RESIDENCE      ,,03/25/2015,39.36336574553383,-76.66602597331922
108917,15,340,3347F,039 ,2615 LOYOLA NORTHWAY             ,18X95-11         ,$472.08,$23.52,PRINCIPAL RESIDENCE      ,,03/25/2015,39.33926884208449,-76.66232785584509
16108,15,130,0293 ,038 ,1721 N CALHOUN ST                ,13X80            ,$651.92,$32.48,PRINCIPAL RESIDENCE      ,,03/25/2015,39.308474896900066,-76.64404083991201
229671,28,50,7900E,114 ,818 NOTTINGHAM ROAD              ,49-4X95-11       ,,,PRINCIPAL RESIDENCE      ,,03/25/2015,39.296467494280535,-76.7045787556043
217056,25,60,7037A,006 ,3549 - 3551 S HANOVER ST         ,60X100           ,$2798.76,$139.44,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.28989778215799,-76.61641906978343
142585,26,360,4179K,028 ,3707 ELMLEY AVE                  ,16X100           ,$1899.56,$94.64,PRINCIPAL RESIDENCE      ,,03/25/2015,39.31749348183979,-76.56683755770632
93448,20,40,2541 ,043 ,144 S COLLINS AVE                ,14X140           ,$1724.22,$85.90,PRINCIPAL RESIDENCE      ,,03/25/2015,39.284488275514605,-76.68345602977115
2538,16,230,0047 ,048 ,1113 N BENTALOU ST               ,14X95            ,$1319.58,$65.74,PRINCIPAL RESIDENCE      ,,03/25/2015,39.30103283789623,-76.6535452808892
81425,20,170,2281B,040 ,WS 10 FT ALLEY                   ,20X30            ,$13.49,$0.67,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.2726333466527,-76.61455526351381
194752,26,390,5909 ,081 ,3110 KENYON AVE                  ,15-6X94          ,$1665.77,$82.99,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.32409498949323,-76.56747276595456
16016,19,100,0291 ,036 ,411 S MONROE ST                  ,11X49            ,$809.28,$40.32,NOT A PRINCIPAL RESIDENCE,$949.14,03/25/2015,39.282870533649316,-76.64660460651658
17298,14,60,0314 ,065 ,2012 ETTING ST                   ,12X70            ,$750.83,$37.41,NOT A PRINCIPAL RESIDENCE,$880.58,03/25/2015,39.30735695146325,-76.6362897513701
1197,15,80,0020 ,056 ,1523 MCKEAN AVE                  ,12X80            ,$337.20,$16.80,NOT A PRINCIPAL RESIDENCE,$395.46,03/25/2015,39.3057322155704,-76.64704517359507
56548,6,50,1686 ,016 ,226 N CHESTER ST                 ,14X86            ,$2639.89,$131.52,PRINCIPAL RESIDENCE      ,,03/25/2015,39.2950187521148,-76.58765608246142
214673,26,10,6735 ,074 ,6834 BOSTON AVE                  ,200 SQ FT        ,,,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.280444459545265,-76.52997685524684
136048,9,30,4074 ,025 ,3022 FRISBY ST                   ,18X88-6          ,$1580.34,$78.74,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.32513346813613,-76.60770186744645
169043,27,510,5140E,047 ,863 BRADHURST ROAD               ,19-1X125-5       ,$2612.18,$130.14,PRINCIPAL RESIDENCE      ,,03/25/2015,39.35915500819817,-76.60287894450687
106677,15,190,3264 ,068 ,3322 LEIGHTON AVE                ,22-6X88          ,$2337.18,$116.44,PRINCIPAL RESIDENCE      ,,03/25/2015,39.319016817373324,-76.65912928838515
210885,26,70,6441 ,029 ,3411 FOSTER AVE                  ,14-6X85          ,$4817.46,$240.02,PRINCIPAL RESIDENCE      ,,03/25/2015,39.28448361342913,-76.56847977552042
122059,12,10,3719 ,002 ,3903 N CHARLES ST                ,71-6X142         ,$12346.02,$615.10,PRINCIPAL RESIDENCE      ,,03/25/2015,39.33619309053978,-76.6181356057728
179698,27,240,5387 ,200 ,1914 WOODBOURNE AVE              ,29-5X109         ,$2630.16,$131.04,PRINCIPAL RESIDENCE      ,,03/25/2015,39.35513629320644,-76.58034011110647
88640,16,210,2472 ,020 ,2907 W LANVALE ST                ,14X75            ,$382.16,$19.04,PRINCIPAL RESIDENCE      ,,03/25/2015,39.29709337835783,-76.66564920954261
209019,26,170,6340 ,064 ,424 CORNWALL ST                  ,14-11X95         ,$2857.21,$142.35,PRINCIPAL RESIDENCE      ,,03/25/2015,39.288386940905696,-76.54479640103227
71223,24,130,1922 ,305 ,1208 HARBOR ISLAND WALK          ,0.026 ACRES      ,$10911.79,$543.65,PRINCIPAL RESIDENCE      ,,03/25/2015,39.27639839886808,-76.60521348111644
129470,27,80,3969M,104 ,1602 NORTHGATE ROAD              ,19X109-9         ,$2297.46,$114.46,PRINCIPAL RESIDENCE      ,,03/25/2015,39.34507785276179,-76.58911881088363
34029,23,60,0993 ,051 ,1433 OLIVE ST                    ,76X13-3          ,$4484.76,$223.44,PRINCIPAL RESIDENCE      ,,03/25/2015,39.27280276813434,-76.61464487196247
205051,26,200,6190 ,368 ,1101 - 1201 HORNERS LANE U# CO-OP,741 SF IMP. ONLY ,,,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.29058294954456,-76.60925984306652
128775,9,190,3966 ,014 ,1726 CHILTON ST                  ,21X95            ,$1578.10,$78.62,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.32754842572035,-76.59096033285226
92759,25,10,2530C,400 ,4440 CEDARGARDEN ROAD            ,16X115-3         ,$2571.71,$128.13,PRINCIPAL RESIDENCE      ,,03/25/2015,39.27591805387618,-76.69075218186691
3490,16,120,0063 ,009 ,1416 MOSHER ST                   ,12-6X70          ,,,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.300078275892815,-76.64068143230145
84758,16,240,2372 ,035 ,910 WHITMORE AVE                 ,14X95            ,,,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.29901881786526,-76.6581059615201
125708,12,190,3858 ,008 ,3015 N CALVERT ST                ,17X154           ,$4443.55,$221.39,PRINCIPAL RESIDENCE      ,$4788.16,03/25/2015,39.32501341943487,-76.6146553616548
143212,26,330,4179S,047 ,3811 RAVENWOOD AVE               ,16X99-6          ,$1814.14,$90.38,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.31570324281148,-76.56348668646064
172386,27,590,5210C,188 ,NS LIMIT AV 1858-11 FT           ,10X1-11          ,,,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.29058294954456,-76.60925984306652
214848,26,10,6742 ,057 ,6719 YOUNGSTOWN AVE              ,62-6X125         ,$3124.72,$155.68,PRINCIPAL RESIDENCE      ,,03/25/2015,39.27815367225526,-76.53119244727282
183656,27,340,5494 ,033 ,2820 LOUISE AVE                  ,46-2X133         ,$2987.59,$148.85,PRINCIPAL RESIDENCE      ,$84.77,03/25/2015,39.36095690244019,-76.55700872407255
3067,16,160,0055D,036 ,1143 N CARROLLTON AVE            ,14X75            ,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.301976435365304,-76.63739597414411
187316,27,30,5662 ,012 ,3901 GLENMORE AVE                ,63-4X65-9        ,$3531.61,$175.95,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.35307332217718,-76.53845830120883
69996,1,50,1902B,045 ,2321 BOSTON ST U# 5              ,1042 SQ FT       ,$7587.00,$378.00,PRINCIPAL RESIDENCE      ,,03/25/2015,39.282765636725856,-76.58395555480422
186170,27,30,5609A,004 ,3504 BELLEVALE AVE               ,50X125           ,$4017.18,$200.14,PRINCIPAL RESIDENCE      ,,03/25/2015,39.35672839450092,-76.54553184501782
103330,15,310,3175A,023 ,3900 REISTERSTOWN ROAD           ,20X130           ,$562.00,$28.00,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.33271051627838,-76.6631852991614
8759,19,50,0164 ,088 ,215 N BRUCE ST                   ,10-4X60          ,,,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.29119234904874,-76.6445952494704
214545,26,10,6732 ,074 ,1232 DELBERT AVE                 ,16X100           ,$2367.14,$117.94,PRINCIPAL RESIDENCE      ,,03/25/2015,39.282259800450504,-76.53018310666425
218418,25,60,7095A,073 ,3965 BROOKLYN AVE                ,18X100           ,$1800.65,$89.71,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.230838207118666,-76.60246518441994
234887,28,20,8242 ,027 ,3815 MILFORD AVE                 ,35-5X177         ,$2155.83,$107.41,PRINCIPAL RESIDENCE      ,,03/25/2015,39.33680965134545,-76.69680823181363
231634,28,50,8091 ,079 ,217 MALLOW HILL ROAD             ,50X125           ,$3635.02,$181.10,PRINCIPAL RESIDENCE      ,,03/25/2015,39.28094625966327,-76.71007185333258
159575,27,190,4793 ,018F,2913 THORNDALE AVE               ,50X93-6          ,$2023.20,$100.80,PRINCIPAL RESIDENCE      ,,03/25/2015,39.34737276254407,-76.6676201043835
108501,15,330,3342A,029 ,2423 SHIRLEY AVE                 ,18X119-8         ,$472.08,$23.52,PRINCIPAL RESIDENCE      ,,03/25/2015,39.33613364894984,-76.65767355399055
211324,26,80,6453 ,002 ,3610 HUDSON ST                   ,14X70            ,$3596.80,$179.20,PRINCIPAL RESIDENCE      ,,03/25/2015,39.28260829134064,-76.56613125175505
164300,27,670,5018 ,023 ,115 ENFIELD ROAD                 ,92-10X131-11     ,$11467.05,$571.31,PRINCIPAL RESIDENCE      ,,03/25/2015,39.35610367504563,-76.62112749643603
123239,12,130,3813 ,027 ,339 E 22ND ST                    ,15X85            ,$112.40,$5.60,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.314423501244676,-76.61145950475156
222852,25,50,7470B,007 ,2712 NORTHSHIRE DR               ,20-2X140-11      ,$1380.27,$68.77,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.25635611044726,-76.64254743021894
142085,26,370,4179E,006 ,3613 BREHMS LANE                 ,19-10X112        ,$2171.57,$108.19,PRINCIPAL RESIDENCE      ,,03/25/2015,39.32088281529076,-76.56646692191009
60574,2,20,1745 ,020 ,1830 E PRATT ST                  ,14X62            ,$5336.75,$265.89,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.28940793762729,-76.59063165582546
65654,1,40,1834 ,043 ,2110 CAMBRIDGE ST                ,15X113-5         ,$12417.95,$618.69,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.284555875754165,-76.58603484313272
106225,15,180,3259 ,032 ,2001 - 2023 WINDSOR AVE          ,230X320          ,$4905.88,$244.42,NOT A PRINCIPAL RESIDENCE,,03/25/2015,-36.969200135999586,174.88099992100058
237733,28,40,8420 ,003 ,SWS CLIFTON AV                   ,20X100           ,$89.92,$4.48,NOT A PRINCIPAL RESIDENCE,$105.44,03/25/2015,,
226649,25,10,7654G,196O,3639 GREENVALE ROAD              ,16X136-2         ,$3165.18,$157.70,PRINCIPAL RESIDENCE      ,,03/25/2015,39.26521756134247,-76.67574145100633
14286,21,40,0266B,006 ,1210 GLYNDON AVE                 ,12-6X60          ,$1115.01,$55.55,NOT A PRINCIPAL RESIDENCE,$1307.72,03/25/2015,39.28264442250321,-76.63573962528267
